id;es;en
Q16;Canadá;Canada
Q7347;Grandes Lagos;Great Lakes
Q6256;país;country
Q6256;país;country
Q30;Estados Unidos;United States
Q7347;Grandes Lagos;Great Lakes
Q16;Canadá;Canada
Q7347;Grandes Lagos;Great Lakes
Q30;Estados Unidos;United States
Q15;África;Africa
Q60;Nueva York;New York City
Q515;ciudad;city
Q7347;Grandes Lagos;Great Lakes
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q7347;Grandes Lagos;Great Lakes
Q16;Canadá;Canada
Q16;Canadá;Canada
Q30;Estados Unidos;United States
Q7347;Grandes Lagos;Great Lakes
Q7347;Grandes Lagos;Great Lakes
Q7347;Grandes Lagos;Great Lakes
Q7347;Grandes Lagos;Great Lakes
Q8502;montaña;mountain
Q43708;Triángulo de las Bermudas;Bermuda Triangle
Q155;Brasil;Brazil
Q4918;Mediterráneo;Mediterranean Sea
Q97;océano Atlántico;Atlantic Ocean
Q12630;Golfo de México;Gulf of Mexico
Q33629;mar de Kara;Kara Sea
Q16;Canadá;Canada
Q30;Estados Unidos;United States
Q833;Malasia;Malaysia
Q159;Rusia;Russia
Q46;Europa;Europe
Q308439;Servicio de Parques Nacionales;National Park Service
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q7561;nieve;snow
Q30;Estados Unidos;United States
Q782;Hawái;Hawaii
Q782;Hawái;Hawaii
Q6256;país;country
Q8004;semáforo;traffic light
Q1497;río Misisipi;Mississippi River
Q6256;país;country
Q16;Canadá;Canada
Q30;Estados Unidos;United States
Q48;Asia;Asia
Q2;Tierra;Earth
Q2;Tierra;Earth
Q2;Tierra;Earth
Q15;África;Africa
Q15;África;Africa
Q30;Estados Unidos;United States
Q16;Canadá;Canada
Q39061;hemisferio norte;Northern Hemisphere
Q41228;hemisferio sur;Southern Hemisphere
Q48;Asia;Asia
Q23397;lago;lake
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q142;Francia;France
Q183;Alemania;Germany
Q661540;Alpine;Alpine
Q30;Estados Unidos;United States
Q458;Unión Europea;European Union
Q16;Canadá;Canada
Q7347;Grandes Lagos;Great Lakes
Q18389;Nueva Inglaterra;New England
Q97;océano Atlántico;Atlantic Ocean
Q4918;Mediterráneo;Mediterranean Sea
Q38;Italia;Italy
Q9430;océano;ocean
Q30;Estados Unidos;United States
Q41228;hemisferio sur;Southern Hemisphere
Q928;Filipinas;Philippines
Q928;Filipinas;Philippines
Q30;Estados Unidos;United States
Q8502;montaña;mountain
Q8502;montaña;mountain
Q96;México;Mexico
Q30;Estados Unidos;United States
Q12630;Golfo de México;Gulf of Mexico
Q30;Estados Unidos;United States
Q155;Brasil;Brazil
Q18;América del Sur;South America
Q30;Estados Unidos;United States
Q16;Canadá;Canada
Q1860;inglés;English
Q458;Unión Europea;European Union
Q30;Estados Unidos;United States
Q1588;Luisiana;Louisiana
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q46169;parque nacional;national park
Q1522;Nuevo México;New Mexico
Q1636952;Bahía de Humboldt;Humboldt Bay
Q1636952;Bahía de Humboldt;Humboldt Bay
Q1636952;Bahía de Humboldt;Humboldt Bay
Q1636952;Bahía de Humboldt;Humboldt Bay
Q1636952;Bahía de Humboldt;Humboldt Bay
Q79;Egipto;Egypt
Q30;Estados Unidos;United States
Q16;Canadá;Canada
Q30;Estados Unidos;United States
Q29;España;Spain
Q8502;montaña;mountain
Q145;Reino Unido;United Kingdom
Q12630;Golfo de México;Gulf of Mexico
Q16;Canadá;Canada
Q6256;país;country
Q4022;río;river
Q15;África;Africa
Q275662;Monte Hood;Mount Hood
Q937606;Jardín de los Dioses;Garden of the Gods
Q12547146;inmigrante;immigrant
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q152660;Parque nacional de las Secuoyas;Sequoia National Park
Q1360486;Grandes Montañas Humeantes;Great Smoky Mountains
Q464004;Parque nacional de las Grandes Montañas Humeantes;Great Smoky Mountains National Park
Q46;Europa;Europe
Q159;Rusia;Russia
Q30;Estados Unidos;United States
Q155;Brasil;Brazil
Q98;océano Pacífico;Pacific Ocean
Q1211;Dakota del Sur;South Dakota
Q49;América del Norte;North America
Q615337;Monte Michell;Mount Mitchell
Q30;Estados Unidos;United States
Q243;torre Eiffel;Eiffel Tower
Q2;Tierra;Earth
Q1530;Bagdad;Baghdad
Q51;Antártida;Antarctica
Q2;Tierra;Earth
Q79;Egipto;Egypt
Q9430;océano;ocean
Q15;África;Africa
Q27611;América Central;Central America
Q1860;inglés;English
Q118388;Valle de la Muerte;Death Valley
Q98;océano Pacífico;Pacific Ocean
Q166;mar Negro;Black Sea
Q4918;Mediterráneo;Mediterranean Sea
Q7347;Grandes Lagos;Great Lakes
Q30;Estados Unidos;United States
Q150;francés;French
Q12431;Pirineos;Pyrenees
Q46;Europa;Europe
Q142;Francia;France
Q38;Italia;Italy
Q218;Rumania;Romania
Q4022;río;river
Q12280;puente;bridge
Q159;Rusia;Russia
Q843;Pakistán;Pakistan
Q155;Brasil;Brazil
Q1723;Batangas;Batangas City
Q928;Filipinas;Philippines
Q7347;Grandes Lagos;Great Lakes
Q30;Estados Unidos;United States
Q7347;Grandes Lagos;Great Lakes
Q16;Canadá;Canada
Q16;Canadá;Canada
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q32793;Pico Guadalupe;Guadalupe Peak
Q30;Estados Unidos;United States
Q235539;Monte Whitney;Mount Whitney
Q38;Italia;Italy
Q6256;país;country
Q8514;desierto;desert
Q667;sur;south
Q659;norte;north
Q933;Polo Sur;South Pole
Q30;Estados Unidos;United States
Q15;África;Africa
Q44725;mar de Bering;Bering Sea
Q30;Estados Unidos;United States
Q1530;Bagdad;Baghdad
Q6256;país;country
Q23397;lago;lake
Q102192;agua dulce;fresh water
Q6256;país;country
Q15;África;Africa
Q46;Europa;Europe
Q6256;país;country
Q18;América del Sur;South America
Q243;torre Eiffel;Eiffel Tower
Q131668;acrópolis;acropolis
Q824;Oregón;Oregon
Q30;Estados Unidos;United States
Q83497;Monte Rushmore;Mount Rushmore
Q1384;Nueva York;New York
Q779;Connecticut;Connecticut
Q235539;Monte Whitney;Mount Whitney
Q46;Europa;Europe
Q6256;país;country
Q8502;montaña;mountain
Q12501;Gran Muralla china;Great Wall of China
Q83497;Monte Rushmore;Mount Rushmore
Q243;torre Eiffel;Eiffel Tower
Q22;Escocia;Scotland
Q6256;país;country
Q144334;imprenta;printing press
Q6256;país;country
Q30;Estados Unidos;United States
Q23397;lago;lake
Q8502;montaña;mountain
Q6256;país;country
Q6256;país;country
Q584;Rin;Rhine
Q46;Europa;Europe
Q18;América del Sur;South America
Q6256;país;country
Q6256;país;country
Q8502;montaña;mountain
Q6256;país;country
Q23442;isla;island
Q7296;Kilimanjaro;Mount Kilimanjaro
Q46;Europa;Europe
Q10285;Coliseo;Colosseum
Q35525;Casa Blanca;White House
Q30;Estados Unidos;United States
Q118841;Gran Cañón;Grand Canyon
Q10285;Coliseo;Colosseum
Q6256;país;country
Q515;ciudad;city
Q41176;edificio;building
Q83497;Monte Rushmore;Mount Rushmore
Q30;Estados Unidos;United States
Q16;Canadá;Canada
Q29;España;Spain
Q145;Reino Unido;United Kingdom
Q30;Estados Unidos;United States
Q96;México;Mexico
Q183;Alemania;Germany
Q41;Grecia;Greece
Q275662;Monte Hood;Mount Hood
Q216868;bahía de Chesapeake;Chesapeake Bay
Q118841;Gran Cañón;Grand Canyon
Q515;ciudad;city
Q41176;edificio;building
Q515;ciudad;city
Q30;Estados Unidos;United States
Q1384;Nueva York;New York
Q65;Los Ángeles;Los Angeles
Q118841;Gran Cañón;Grand Canyon
Q14435;Gran Manzana;Big Apple
Q357546;Adirondack;Adirondack Mountains
Q524;Vesubio;Mount Vesuvius
Q159;Rusia;Russia
Q782;Hawái;Hawaii
Q18;América del Sur;South America
Q49;América del Norte;North America
Q6256;país;country
Q4022;río;river
Q49;América del Norte;North America
Q49;América del Norte;North America
Q7347;Grandes Lagos;Great Lakes
Q15;África;Africa
Q4022;río;river
Q4022;río;river
Q4022;río;river
Q46;Europa;Europe
Q96;México;Mexico
Q159;Rusia;Russia
Q46;Europa;Europe
Q8072;volcán;volcano
Q2;Tierra;Earth
Q6256;país;country
Q9430;océano;ocean
Q4022;río;river
Q23397;lago;lake
Q4022;río;river
Q782;Hawái;Hawaii
Q4022;río;river
Q15;África;Africa
Q2;Tierra;Earth
Q30;Estados Unidos;United States
Q8072;volcán;volcano
Q23397;lago;lake
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q46;Europa;Europe
Q15;África;Africa
Q8502;montaña;mountain
Q30;Estados Unidos;United States
Q4675;Monte Santa Helena;Mount St. Helens
Q30;Estados Unidos;United States
Q155;Brasil;Brazil
Q181157;Popocatépetl;Popocatépetl
Q39231;Monte Fuji;Mount Fuji
Q4022;río;river
Q46;Europa;Europe
Q594387;Monte Baker;Mount Baker
Q23442;isla;island
Q15;África;Africa
Q9430;océano;ocean
Q23442;isla;island
Q23442;isla;island
Q15;África;Africa
Q828;América;Americas
Q15;África;Africa
Q17;Japón;Japan
Q12280;puente;bridge
Q30;Estados Unidos;United States
Q189;Islandia;Iceland
Q15;África;Africa
Q15;África;Africa
Q15;África;Africa
Q6256;país;country
Q6256;país;country
Q4675;Monte Santa Helena;Mount St. Helens
Q5463;Montañas Rocosas;Rocky Mountains
Q30;Estados Unidos;United States
Q8514;desierto;desert
Q9430;océano;ocean
Q35;Dinamarca;Denmark
Q96;México;Mexico
Q155;Brasil;Brazil
Q6256;país;country
Q16;Canadá;Canada
Q183;Alemania;Germany
Q782;Hawái;Hawaii
Q22;Escocia;Scotland
Q21;Inglaterra;England
Q21;Inglaterra;England
Q6256;país;country
Q48;Asia;Asia
Q55643;Oceanía;Oceania
Q15;África;Africa
Q515;ciudad;city
Q8502;montaña;mountain
Q2;Tierra;Earth
Q8072;volcán;volcano
Q6256;país;country
Q159;Rusia;Russia
Q10884;árbol;tree
Q9430;océano;ocean
Q4022;río;river
Q8502;montaña;mountain
Q15;África;Africa
Q34038;cascada;waterfall
Q6256;país;country
Q23442;isla;island
Q16;Canadá;Canada
Q8502;montaña;mountain
Q16;Canadá;Canada
Q27;Irlanda;Ireland
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q7347;Grandes Lagos;Great Lakes
Q30;Estados Unidos;United States
Q6256;país;country
Q1400;Pensilvania;Pennsylvania
Q15;África;Africa
Q30;Estados Unidos;United States
Q6256;país;country
Q4421;bosque;forest
Q60186;meteorito;meteorite
Q16659538;mina de oro;gold mine
Q515;ciudad;city
Q11466;temperatura;temperature
Q30;Estados Unidos;United States
Q15;África;Africa
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q8072;volcán;volcano
Q6256;país;country
Q6256;país;country
Q6256;país;country
Q4022;río;river
Q30;Estados Unidos;United States
Q515;ciudad;city
Q18097;Corea;Korea
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q15;África;Africa
Q6256;país;country
Q25391;duna;dune
Q6256;país;country
Q2;Tierra;Earth
Q2;Tierra;Earth
Q15;África;Africa
Q1384;Nueva York;New York
Q1408;Nueva Jersey;New Jersey
Q1400;Pensilvania;Pennsylvania
Q824;Oregón;Oregon
Q1384;Nueva York;New York
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q515;ciudad;city
Q34027;latitud;latitude
Q16;Canadá;Canada
Q98;océano Pacífico;Pacific Ocean
Q6256;país;country
Q79;Egipto;Egypt
Q15;África;Africa
Q46;Europa;Europe
Q34442;carretera;road
Q17;Japón;Japan
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q97;océano Atlántico;Atlantic Ocean
Q98;océano Pacífico;Pacific Ocean
Q38;Italia;Italy
Q41;Grecia;Greece
Q38;Italia;Italy
Q243;torre Eiffel;Eiffel Tower
Q61;Washington D. C.;Washington, D.C.
Q61;Washington D. C.;Washington, D.C.
Q30;Estados Unidos;United States
Q1494;Misisipi;Mississippi
Q782;Hawái;Hawaii
Q51;Antártida;Antarctica
Q851;Arabia Saudí;Saudi Arabia
Q17;Japón;Japan
Q35;Dinamarca;Denmark
Q1748;Copenhague;Copenhagen
Q30;Estados Unidos;United States
Q51;Antártida;Antarctica
Q155;Brasil;Brazil
Q4675;Monte Santa Helena;Mount St. Helens
Q824;Oregón;Oregon
Q38;Italia;Italy
Q524;Vesubio;Mount Vesuvius
Q21;Inglaterra;England
Q84;Londres;London
Q189;Islandia;Iceland
Q30;Estados Unidos;United States
Q38;Italia;Italy
Q220;Roma;Rome
Q7355;Río Amarillo;Yellow River
Q3766;Damasco;Damascus
Q16;Canadá;Canada
Q30;Estados Unidos;United States
Q60;Nueva York;New York City
Q1524;Atenas;Athens
Q782;Hawái;Hawaii
Q65;Los Ángeles;Los Angeles
Q928;Filipinas;Philippines
Q3766;Damasco;Damascus
Q65;Los Ángeles;Los Angeles
Q183;Alemania;Germany
Q34600;Kioto;Kyoto
Q17;Japón;Japan
Q30;Estados Unidos;United States
Q29;España;Spain
Q243;torre Eiffel;Eiffel Tower
Q419;Perú;Peru
Q782;Hawái;Hawaii
Q956;Pekín;Beijing
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q1497;río Misisipi;Mississippi River
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q5419;Río Misuri;Missouri River
Q41;Grecia;Greece
Q1524;Atenas;Athens
Q98;océano Pacífico;Pacific Ocean
Q30;Estados Unidos;United States
Q1490;Tokio;Tokyo
Q60;Nueva York;New York City
Q30;Estados Unidos;United States
Q16;Canadá;Canada
Q49;América del Norte;North America
Q1066;Lago Superior;Lake Superior
Q7347;Grandes Lagos;Great Lakes
Q513;Everest;Mount Everest
Q1471;Sena;Seine
Q90;París;Paris
Q824;Oregón;Oregon
Q4675;Monte Santa Helena;Mount St. Helens
Q17;Japón;Japan
Q1490;Tokio;Tokyo
Q2634;Nápoles;Naples
Q38;Italia;Italy
Q159;Rusia;Russia
Q649;Moscú;Moscow
Q782;Hawái;Hawaii
Q98;océano Pacífico;Pacific Ocean
Q30;Estados Unidos;United States
Q4675;Monte Santa Helena;Mount St. Helens
Q159;Rusia;Russia
Q824;Oregón;Oregon
Q30;Estados Unidos;United States
Q159;Rusia;Russia
Q25;Gales;Wales
Q1653;Danubio;Danube
Q46;Europa;Europe
Q142;Francia;France
Q60;Nueva York;New York City
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q35;Dinamarca;Denmark
Q1754;Estocolmo;Stockholm
Q513;Everest;Mount Everest
Q15;África;Africa
Q16;Canadá;Canada
Q60;Nueva York;New York City
Q1384;Nueva York;New York
Q1522;Nuevo México;New Mexico
Q30;Estados Unidos;United States
Q96;México;Mexico
Q96;México;Mexico
Q597;Lisboa;Lisbon
Q16;Canadá;Canada
Q7347;Grandes Lagos;Great Lakes
Q30;Estados Unidos;United States
Q142;Francia;France
Q38;Italia;Italy
Q79;Egipto;Egypt
Q1456;Carolina del Sur;South Carolina
Q1371;Virginia Occidental;West Virginia
Q1211;Dakota del Sur;South Dakota
Q29552;Partido Demócrata;Democratic Party
Q29468;Partido Republicano;Republican Party
Q30;Estados Unidos;United States
Q1384;Nueva York;New York
Q1400;Pensilvania;Pennsylvania
Q1204;Illinois;Illinois
Q782;Hawái;Hawaii
Q1400;Pensilvania;Pennsylvania
Q30;Estados Unidos;United States
Q1204;Illinois;Illinois
Q824;Oregón;Oregon
Q1400;Pensilvania;Pennsylvania
Q824;Oregón;Oregon
Q145;Reino Unido;United Kingdom
Q8663;guerra de Corea;Korean War
Q1494;Misisipi;Mississippi
Q1456;Carolina del Sur;South Carolina
Q1454;Carolina del Norte;North Carolina
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q1454;Carolina del Norte;North Carolina
Q1522;Nuevo México;New Mexico
Q30;Estados Unidos;United States
Q11701;Cámara de Representantes de los Estados Unidos;United States House of Representatives
Q30;Estados Unidos;United States
Q60;Nueva York;New York City
Q66096;Senado de los Estados Unidos;United States Senate
Q37713312;casado;married
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q11268;Congreso de los Estados Unidos;United States Congress
Q47740;musulmán;Muslim
Q30;Estados Unidos;United States
Q11696;presidente de los Estados Unidos;President of the United States
Q362;Segunda Guerra Mundial;World War II
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q1384;Nueva York;New York
Q8740;Guerra de Vietnam;Vietnam War
Q1454;Carolina del Norte;North Carolina
Q1454;Carolina del Norte;North Carolina
Q1454;Carolina del Norte;North Carolina
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q1454;Carolina del Norte;North Carolina
Q1454;Carolina del Norte;North Carolina
Q30;Estados Unidos;United States
Q1384;Nueva York;New York
Q42183;Partido Whig;Whig Party
Q11701;Cámara de Representantes de los Estados Unidos;United States House of Representatives
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q1454;Carolina del Norte;North Carolina
Q1400;Pensilvania;Pennsylvania
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q11701;Cámara de Representantes de los Estados Unidos;United States House of Representatives
Q1588;Luisiana;Louisiana
Q60;Nueva York;New York City
Q18389;Nueva Inglaterra;New England
Q1384;Nueva York;New York
Q846570;estadounidenses;Americans
Q159;Rusia;Russia
Q30;Estados Unidos;United States
Q1020994;ciudadano;citizen
Q65;Los Ángeles;Los Angeles
Q22923830;elecciones presidenciales de Estados Unidos de 2020;2020 United States presidential election
Q30;Estados Unidos;United States
Q1860;inglés;English
Q30;Estados Unidos;United States
Q11699;Vicepresidente de los Estados Unidos;Vice President of the United States
Q42178;vicepresidente;vice president
Q29552;Partido Demócrata;Democratic Party
Q824;Oregón;Oregon
Q782;Hawái;Hawaii
Q1352230;territorio de los Estados Unidos;territory of the United States
Q98;océano Pacífico;Pacific Ocean
Q30;Estados Unidos;United States
Q1384;Nueva York;New York
Q1384;Nueva York;New York
Q1384;Nueva York;New York
Q30;Estados Unidos;United States
Q1454;Carolina del Norte;North Carolina
Q11699;Vicepresidente de los Estados Unidos;Vice President of the United States
Q35525;Casa Blanca;White House
Q14213;secretario de Estado de los Estados Unidos;United States Secretary of State
Q7166256;primera dama de los Estados Unidos;First Lady of the United States
Q13371;Universidad Harvard;Harvard University
Q3558349;presidencia;presidency
Q391358;Proclamación de Emancipación;Emancipation Proclamation
Q114;Kenia;Kenya
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q203184;primera dama;First Lady
Q30;Estados Unidos;United States
Q49088;Universidad de Columbia;Columbia University
Q49117;Universidad de Pensilvania;University of Pennsylvania
Q49117;Universidad de Pensilvania;University of Pennsylvania
Q49088;Universidad de Columbia;Columbia University
Q11701;Cámara de Representantes de los Estados Unidos;United States House of Representatives
Q30;Estados Unidos;United States
Q4058325;asiático;Asian people
Q987;Nueva Delhi;New Delhi
Q30;Estados Unidos;United States
Q29552;Partido Demócrata;Democratic Party
Q40231;elección;public election
Q161376;Miss Universo;Miss Universe
Q771;Massachusetts;Massachusetts
Q1384;Nueva York;New York
Q30185;alcalde;mayor
Q1400;Pensilvania;Pennsylvania
Q29552;Partido Demócrata;Democratic Party
Q132050;gobernador;governor
Q13371;Universidad Harvard;Harvard University
Q42178;vicepresidente;vice president
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q11699;Vicepresidente de los Estados Unidos;Vice President of the United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q42178;vicepresidente;vice president
Q132050;gobernador;governor
Q30;Estados Unidos;United States
Q1384;Nueva York;New York
Q30;Estados Unidos;United States
Q142;Francia;France
Q30;Estados Unidos;United States
Q1454;Carolina del Norte;North Carolina
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q15686806;senador;senator
Q782;Hawái;Hawaii
Q1068752;Universidad Howard;Howard University
Q131252;Universidad de Chicago;University of Chicago
Q15686806;senador;senator
Q15686806;senador;senator
Q30;Estados Unidos;United States
Q10090;hindú;Hindu
Q42761;escándalo Watergate;Watergate scandal
Q7325;judíos;Jewish people
Q26013;guerra anglo-estadounidense de 1812;War of 1812
Q782;Hawái;Hawaii
Q15686806;senador;senator
Q928;Filipinas;Philippines
Q11696;presidente de los Estados Unidos;President of the United States
Q203184;primera dama;First Lady
Q30;Estados Unidos;United States
Q15686806;senador;senator
Q545449;guerra de Irak;Iraq War
Q42178;vicepresidente;vice president
Q1581;Misuri;Missouri
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q145;Reino Unido;United Kingdom
Q142;Francia;France
Q42178;vicepresidente;vice president
Q42178;vicepresidente;vice president
Q30;Estados Unidos;United States
Q42178;vicepresidente;vice president
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q1384;Nueva York;New York
Q15686806;senador;senator
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q183;Alemania;Germany
Q1384;Nueva York;New York
Q8740;Guerra de Vietnam;Vietnam War
Q42178;vicepresidente;vice president
Q35525;Casa Blanca;White House
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q42178;vicepresidente;vice president
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q42178;vicepresidente;vice president
Q30;Estados Unidos;United States
Q16644;Islas Marianas del Norte;Northern Mariana Islands
Q30;Estados Unidos;United States
Q15686806;senador;senator
Q17;Japón;Japan
Q142;Francia;France
Q42178;vicepresidente;vice president
Q467;mujer;woman
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q15686806;senador;senator
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q15686806;senador;senator
Q842606;emperador romano;Roman emperor
Q15686806;senador;senator
Q15686806;senador;senator
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q15686806;senador;senator
Q16;Canadá;Canada
Q30;Estados Unidos;United States
Q29468;Partido Republicano;Republican Party
Q15686806;senador;senator
Q11699;Vicepresidente de los Estados Unidos;Vice President of the United States
Q132050;gobernador;governor
Q1384;Nueva York;New York
Q30;Estados Unidos;United States
Q42178;vicepresidente;vice president
Q828;América;Americas
Q1211934;hispanos;Hispanics
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q42178;vicepresidente;vice president
Q30;Estados Unidos;United States
Q11699;Vicepresidente de los Estados Unidos;Vice President of the United States
Q30;Estados Unidos;United States
Q6256;país;country
Q198;guerra;war
Q15686806;senador;senator
Q15686806;senador;senator
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q15686806;senador;senator
Q30;Estados Unidos;United States
Q183;Alemania;Germany
Q14211;primer ministro del Reino Unido;Prime Minister of the United Kingdom
Q15686806;senador;senator
Q1384;Nueva York;New York
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q15686806;senador;senator
Q11696;presidente de los Estados Unidos;President of the United States
Q15;África;Africa
Q15;África;Africa
Q11696;presidente de los Estados Unidos;President of the United States
Q35525;Casa Blanca;White House
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q42178;vicepresidente;vice president
Q42178;vicepresidente;vice president
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q15686806;senador;senator
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q15686806;senador;senator
Q15686806;senador;senator
Q15686806;senador;senator
Q15686806;senador;senator
Q15686806;senador;senator
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q132050;gobernador;governor
Q132050;gobernador;governor
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q159;Rusia;Russia
Q1456;Carolina del Sur;South Carolina
Q30;Estados Unidos;United States
Q159;Rusia;Russia
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q782;Hawái;Hawaii
Q96;México;Mexico
Q424;Camboya;Cambodia
Q18097;Corea;Korea
Q7269;monarquía;monarchy
Q17;Japón;Japan
Q39018;emperador;emperor
Q11696;presidente de los Estados Unidos;President of the United States
Q159;Rusia;Russia
Q423;Corea del Norte;North Korea
Q145;Reino Unido;United Kingdom
Q12097;rey;king
Q14212;primer ministro;prime minister
Q183;Alemania;Germany
Q41614;monarquía constitucional;constitutional monarchy
Q5086;Muro de Berlín;Berlin Wall
Q203184;primera dama;First Lady
Q42178;vicepresidente;vice president
Q30;Estados Unidos;United States
Q782;Hawái;Hawaii
Q30;Estados Unidos;United States
Q183;Alemania;Germany
Q9626;Partido Conservador;Conservative Party
Q1384;Nueva York;New York
Q30;Estados Unidos;United States
Q11010;Parlamento del Reino Unido;Parliament of the United Kingdom
Q11007;Cámara de los Lores;House of Lords
Q664;Nueva Zelanda;New Zealand
Q1400;Pensilvania;Pennsylvania
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q889;Afganistán;Afghanistan
Q29468;Partido Republicano;Republican Party
Q17;Japón;Japan
Q30;Estados Unidos;United States
Q23666;Gran Bretaña;Britain
Q30;Estados Unidos;United States
Q30;Estados Unidos;United States
Q91;Abraham Lincoln;Abraham Lincoln
Q41;Grecia;Greece
Q16;Canadá;Canada
Q14212;primer ministro;prime minister
Q132050;gobernador;governor
Q46;Europa;Europe
Q173626;Pac-Man;Pac-Man
Q1798592;Cloud Strife;Cloud Strife
Q132730;Grand Theft Auto;Grand Theft Auto
Q2739920;Inquisidor;Arbiter
Q25536524;Pokémon Azul;Pokémon Blue
Q10676;Mega Drive;Sega Genesis
Q507001;Princesa Peach;Princess Peach
Q1046812;Sonic the Hedgehog;Sonic the Hedgehog
Q30;Estados Unidos;United States
Q420292;Assassin's Creed;Assassin's Creed
Q7889;videojuego;video game
Q7889;videojuego;video game
Q7889;videojuego;video game
Q507001;Princesa Peach;Princess Peach
Q20005020;Pokédex Nacional;National Pokédex
Q507001;Princesa Peach;Princess Peach
Q3206515;King K. Rool;King K. Rool
Q1136987;Shadow the Hedgehog;Shadow the Hedgehog
Q17;Japón;Japan
Q2203334;Espada Maestra;Master Sword
Q4914658;BioShock;BioShock
Q12567;vikingo;Vikings
Q420292;Assassin's Creed;Assassin's Creed
Q420292;Assassin's Creed;Assassin's Creed
Q33745;Guerra del Peloponeso;Peloponnesian War
Q420292;Assassin's Creed;Assassin's Creed
Q11768;Antiguo Egipto;Ancient Egypt
Q5185866;Cris Collinsworth;Cris Collinsworth
Q1139711;Raccoon City;Raccoon City
Q2667817;Far Cry;Far Cry
Q361;Primera Guerra Mundial;World War I
Q111;Marte;Mars
Q1157237;Isla Delfino;Isle Delfino
Q868217;videojuego de deportes;sports video game
Q189771;bóveda;vault
