id;source_locale;target_locale;source;target;entities;from;wikidata_labels
2e2d4609;en;es;Which pitcher has the most strikeouts in a single season?;¿Qué pitcher ha tenido la mayor cantidad de poncheos en una sola temporada?;['Q1154763'];mintaka;{'Q1154763': {'es': 'ponche', 'en': 'strikeout'}}
bf21adc6;en;es;Who is the oldest member in MLB History?;¿Quién es el miembro más viejo en la historia de la Las Grandes Ligas de Béisbol?;['Q1163715'];mintaka;{'Q1163715': {'es': 'Grandes Ligas de Béisbol', 'en': 'Major League Baseball'}}
9e6abe76;en;es;Who has the most podium finishes in Formula 1?;¿Quién tiene la mayor cantidad de carreras que terminaron en el podio en la Fórmula 1?;['Q1968'];mintaka;{'Q1968': {'es': 'Fórmula 1', 'en': 'Formula One'}}
a08ec8ff;en;es;Who has the most Nascar Cup Series championships?;¿Quién tiene la mayor cantidad de campeonatos de la Copa Nascar?;['Q2707177'];mintaka;{'Q2707177': {'es': 'Copa NASCAR', 'en': 'NASCAR Cup Series'}}
0d1eb2a1;en;es;Who has won the most Nascar Cup Series races?;¿Quién ha ganado la mayor cantidad de carreras de la Copa Nascar?;['Q2707177'];mintaka;{'Q2707177': {'es': 'Copa NASCAR', 'en': 'NASCAR Cup Series'}}
0314da0f;en;es;Who is the youngest boxer to win a heavyweight title?;¿Quién es el boxeador más joven en ganar un título de peso pesado?;['Q11338576', 'Q281678'];mintaka;{'Q11338576': {'es': 'boxeador', 'en': 'boxer'}, 'Q281678': {'es': 'peso pesado', 'en': 'heavyweight'}}
67068737;en;es;Which male tennis player won the most Grand Slams?;¿Qué jugador de tenis ha ganado más veces el Grand Slam?;['Q102113'];mintaka;{'Q102113': {'es': 'Grand Slam', 'en': 'Grand Slam of tennis'}}
b463903d;en;es;Which female tennis player has won the most Grand Slams?;¿Qué jugadora de tenis ha ganado el Gran Slam en más ocasiones?;['Q102113'];mintaka;{'Q102113': {'es': 'Grand Slam', 'en': 'Grand Slam of tennis'}}
656b5745;en;es;Did the Baltimore Orioles win the 1983 World Series?;¿Los Baltimore Orioles ganaron la Serie Mundial de 1983?;['Q265538'];mintaka;{'Q265538': {'es': 'Serie Mundial', 'en': 'World Series'}}
fc5045a5;en;es;Has Kevin Harvick won a Nascar Cup Series Championship?;¿Kevin Harvick ha ganado un campeonato de la Copa Nascar?;['Q2707177'];mintaka;{'Q2707177': {'es': 'Copa NASCAR', 'en': 'NASCAR Cup Series'}}
15e44cf9;en;es;Has Carl Edwards won a Nascar Cup Series Championship?;¿Carl Edwards ganó un campeonato de la Copa Nascar?;['Q2707177'];mintaka;{'Q2707177': {'es': 'Copa NASCAR', 'en': 'NASCAR Cup Series'}}
3322edb3;en;es;Has Mick Schumacher won a Formula 1 Championship?;¿Mick Schumacher ganó un campeonato de la Fórmula 1?;['Q1968'];mintaka;{'Q1968': {'es': 'Fórmula 1', 'en': 'Formula One'}}
75474258;en;es;Can you score a goal yourself in professional soccer?;¿Puedes ocasionar un autogol en el fútbol profesional?;['Q28454519', 'Q2736'];mintaka;{'Q28454519': {'es': 'gol', 'en': 'goal'}, 'Q2736': {'es': 'fútbol', 'en': 'association football'}}
9f3762f0;en;es;Did the USA men's national soccer team qualify for the last World Cup?;¿El equipo de fútbol nacional masculino de los Estados Unidos calificó para la última Copa Mundial?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
4a05cc01;en;es;Have the Texas Rangers ever won a World Series in MLB?;¿Los Texas Rangers alguna vez han ganado una Serie Mundial en las Grandes Ligas de Béisbol?;['Q265538', 'Q1163715'];mintaka;{'Q265538': {'es': 'Serie Mundial', 'en': 'World Series'}, 'Q1163715': {'es': 'Grandes Ligas de Béisbol', 'en': 'Major League Baseball'}}
e05c214e;en;es;Is Tiger Woods a World Golf Hall of Fame member?;¿Tiger Woods es miembro del Salón de la Fama del Golf Mundial?;['Q258851'];mintaka;{'Q258851': {'es': 'Salón de la Fama del Golf Mundial', 'en': 'World Golf Hall of Fame'}}
8cd0f39b;en;es;Did the Los Angeles Dodgers win the 2020 World Series?;¿Los Angeles Dodgers ganaron la Serie Mundial de 2020?;['Q79465885'];mintaka;{'Q79465885': {'es': 'Serie Mundial de 2020', 'en': '2020 World Series'}}
d87553f5;en;es;Is swimming part of the triathlon?;¿Nadar es parte de un triatlón?;['Q10980'];mintaka;{'Q10980': {'es': 'triatlón', 'en': 'triathlon'}}
2c9efb3a;en;es;Is cycling part of the triathlon?;¿El ciclismo es parte de un triatlón?;['Q53121', 'Q10980'];mintaka;{'Q53121': {'es': 'ciclismo', 'en': 'cycling'}, 'Q10980': {'es': 'triatlón', 'en': 'triathlon'}}
ab161c0c;en;es;Did Alix Klineman win a medal at the 2021 Olympics?;¿Alix Klineman ganó una medalla en los Juegos Olímpicos de 2021?;['Q5389'];mintaka;{'Q5389': {'es': 'Juegos Olímpicos', 'en': 'Olympic Games'}}
f090aad4;en;es;Did Rashida Ellis win a medal at the 2021 Olympics?;¿Rashida Ellis ganó una medalla en los Juegos Olímpicos de 2021?;['Q5389'];mintaka;{'Q5389': {'es': 'Juegos Olímpicos', 'en': 'Olympic Games'}}
4aebe787;en;es;Did the Los Angeles Dodgers win the World Series in 2020?;¿Los Angeles Dodgers ganaron la Serie Mundial en 2020?;['Q265538'];mintaka;{'Q265538': {'es': 'Serie Mundial', 'en': 'World Series'}}
19d0941d;en;es;Did Michael Phelps win a gold metal in the 2016 Olympics in Rio de Janeiro?;¿Michael Phelps ganó una medalla de Oro en los Juegos Olímpicos de 2016 en Río de Janeiro?;['Q5389', 'Q8678'];mintaka;{'Q5389': {'es': 'Juegos Olímpicos', 'en': 'Olympic Games'}, 'Q8678': {'es': 'Río de Janeiro', 'en': 'Rio de Janeiro'}}
f23b4847;en;es;Have the Atlanta Braves ever won a World Series?;¿Los Atlanta Braves alguna vez han ganado una Serie Mundial?;['Q265538'];mintaka;{'Q265538': {'es': 'Serie Mundial', 'en': 'World Series'}}
bcfe4c31;en;es;Did Shaq win a championship after leaving the Lakers?;¿Ganó Shaq un campeonato luego de dejar a los Lakers?;['Q1079023'];mintaka;{'Q1079023': {'es': 'campeonato', 'en': 'championship'}}
12721996;en;es;Have the Pistons ever won a Championship?;¿Los Pistons han ganado algún campeonato?;['Q1079023'];mintaka;{'Q1079023': {'es': 'campeonato', 'en': 'championship'}}
ef37834d;en;es;Is Michael Jordan taller than Giannis Antetokounmpo?;¿Es más alto Michael Jordan que Giannis Antenokounmpo?;['Q8991894'];mintaka;{'Q8991894': {'es': 'Giannis Antetokounmpo', 'en': 'Giannis Antetokounmpo'}}
299b29da;en;es;Have the A's been to a World Series since the 90s?;¿Han ido a una Serie Mundial los A desde los 90?;['Q265538'];mintaka;{'Q265538': {'es': 'Serie Mundial', 'en': 'World Series'}}
66934da3;en;es;Did Collin Morikawa win the 2020 US PGA Championship?;¿Collin Morikawa ganó el campeonato de la PGA de los EE. UU. de 2020?;['Q828160'];mintaka;{'Q828160': {'es': 'Campeonato de la PGA', 'en': 'PGA Championship'}}
0217671e;en;es;Does LeBron James play for the Los Angeles Lakers?;¿Lebron James juega para Los Ángeles Lakers?;['Q121783'];mintaka;{'Q121783': {'es': 'Los Ángeles Lakers', 'en': 'Los Angeles Lakers'}}
789ac7a7;en;es;Does Los Angeles have more than one football team?;¿Los Ángeles tiene más de un equipo de fútbol?;['Q65'];mintaka;{'Q65': {'es': 'Los Ángeles', 'en': 'Los Angeles'}}
44d89431;en;es;Does Michael Phelps hold the record for most career individual gold medals at the Summer Olympics?;¿Michael Phelps tiene el récord de la mayor cantidad de medallas de Oro en carrera individual en los Juegos Olímpicos de Verano?;['Q159821'];mintaka;{'Q159821': {'es': 'Juegos Olímpicos de Verano', 'en': 'Summer Olympic Games'}}
016b75a2;en;es;Have the New York Yankees won the most World Series?;¿Los Yankees de Nueva York han ganado la mayor cantidad de Series Mundiales?;['Q265538'];mintaka;{'Q265538': {'es': 'Serie Mundial', 'en': 'World Series'}}
c0a6a234;en;es;Was Pride and Prejudice written before or after Sense and Sensibility?;¿Orgullo y Prejuicio fue escrito antes o después de Sensatez y Sentimientos?;['Q170583'];mintaka;{'Q170583': {'es': 'Orgullo y prejuicio', 'en': 'Pride and Prejudice'}}
67efb0d5;en;es;Which novel did George Orwell write first, Animal Farm or Nineteen Eighty-four?;¿Qué novela escribió George Orwell primero, La granja de animales o 1984?;['Q208460'];mintaka;{'Q208460': {'es': '1984', 'en': 'Nineteen Eighty-Four'}}
7cdac2c1;en;es;Which unabridged book has more pages, Dracula or Frankenstein?;¿Qué libro sin resumir tiene más páginas, Drácula o Frankenstein?;['Q41542'];mintaka;{'Q41542': {'es': 'Drácula', 'en': 'Dracula'}}
949774b7;en;es;Which series has more books, Twilight or Goosebumps?;¿Qué serie tiene más libros, Crepúsculo o Escalofríos?;['Q44523', 'Q3260367'];mintaka;{'Q44523': {'es': 'Crepúsculo', 'en': 'Twilight'}, 'Q3260367': {'es': 'Escalofríos', 'en': 'Goosebumps'}}
de91425f;en;es;Was Catcher in the Rye published before To Kill a Mockingbird?;¿El Guardián entre el centeno fue publicado antes de Matar a un ruiseñor?;['Q183883'];mintaka;{'Q183883': {'es': 'El Guardián entre el Centeno', 'en': 'The Catcher in the Rye'}}
995ab6eb;en;es;Was Little Women published before Pride and Prejudice?;¿Mujercitas fue publicada antes de Orgullo y Prejuicio?;['Q170583'];mintaka;{'Q170583': {'es': 'Orgullo y prejuicio', 'en': 'Pride and Prejudice'}}
4d1fccdd;en;es;Which series has more books, The Chronicles of Narnia or Twilight?;¿Qué serie tiene más libros, Las crónicas de Narnia o Crepúsculo?;['Q483412', 'Q44523'];mintaka;{'Q483412': {'es': 'Las Crónicas de Narnia', 'en': 'The Chronicles of Narnia'}, 'Q44523': {'es': 'Crepúsculo', 'en': 'Twilight'}}
a1b08ea9;en;es;Were The Chronicles of Narnia books published before 1960?;¿Los libros de Las crónicas de Narnia se publicaron antes de 1960?;['Q483412'];mintaka;{'Q483412': {'es': 'Las Crónicas de Narnia', 'en': 'The Chronicles of Narnia'}}
19ad9cb3;en;es;Was The Catcher in the Rye published after 1970?;¿Fue El guardián entre el centeno publicado después de 1970?;['Q183883'];mintaka;{'Q183883': {'es': 'El Guardián entre el Centeno', 'en': 'The Catcher in the Rye'}}
64f959fe;en;es;Which book was released by Douglas Adams first, The Hitchhiker's Guide to the Galaxy or Life, the Universe and Everything?;¿Qué libro fue lanzado primero por Douglas Adams, La guía del autoestopista galáctico o La vida, el universo y todo?;['Q3107329'];mintaka;"{'Q3107329': {'es': 'Guía del autoestopista galáctico', 'en': ""The Hitchhiker's Guide to the Galaxy""}}"
24bcf0e1;en;es;Which series has more books, John Sanford's Prey series or Patricia Cornwell's Kay Scarpetta series?;¿Qué serie tiene más libros, La presa de John Sanford o Kay Scarpetta de Patricia Cornwell?;['Q1701679'];mintaka;{'Q1701679': {'es': 'John Sandford', 'en': 'John Sandford'}}
b23397f7;en;es;Which book was published first, Goodnight Moon or The Little Engine That Could?;¿Qué libro fue publicado primero, Buenas noches, Luna o La pequeña locomotora que sí pudo?;['Q5583528'];mintaka;{'Q5583528': {'es': 'Buenas noche, Luna', 'en': 'Goodnight Moon'}}
4b45a973;en;es;In the Maze Runner series, was The Death Cure released before The Scorch Trials?;En la serie Maze Runner, ¿La Cura Mortal fue lanzada antes de Prueba de Fuego?;['Q7729402'];mintaka;{'Q7729402': {'es': 'La cura mortal', 'en': 'The Death Cure'}}
5be7ad45;en;es;Which book sold more copies, the Bible or Quran?;¿Qué libro vendió más copias, la Biblia o el Corán?;['Q428', 'Q1845'];mintaka;{'Q428': {'es': 'Corán', 'en': 'Qur’an'}, 'Q1845': {'es': 'Biblia', 'en': 'Bible'}}
5320f237;en;es;Does Cujo have more pages than Pet Sematary?;¿Cujo tiene más páginas que Cementerio de Animales?;['Q742226'];mintaka;{'Q742226': {'es': 'Cementerio de animales', 'en': 'Pet Sematary'}}
5f03b112;en;es;Was Catch-22 released before Silent Spring?;¿Fue lanzada Trampa-22 antes que Primavera silenciosa?;['Q591623'];mintaka;{'Q591623': {'es': 'Primavera silenciosa', 'en': 'Silent Spring'}}
411396f4;en;es;Which book was published first, Twilight or Harry Potter and the Sorcerer's Stone?;¿Qué libro se publicó primero, Crepúsculo o Harry Potter y la piedra filosofal?;['Q43361', 'Q189378'];mintaka;"{'Q43361': {'es': 'Harry Potter y la piedra filosofal', 'en': ""Harry Potter and the Philosopher's Stone""}, 'Q189378': {'es': 'Crepúsculo', 'en': 'Twilight'}}"
43c172fd;en;es;Was Northanger Abbey published before Jane Austen's death?;¿La Abadía de Northanger se publicó antes de la muerte de Jane Austen?;['Q477508'];mintaka;{'Q477508': {'es': 'La abadía de Northanger', 'en': 'Northanger Abbey'}}
aacbac1a;en;es;Did George R. R. Martin write A Dance with Dragons before A Clash of Kings?;¿George R. R. Martin escribió Danza de dragones antes de Choque de reyes?;['Q300370', 'Q28306'];mintaka;{'Q300370': {'es': 'Choque de reyes', 'en': 'A Clash of Kings'}, 'Q28306': {'es': 'Danza de dragones', 'en': 'A Dance with Dragons'}}
8dda12de;en;es;Did The Cat in the Hat come out after 1950?;¿El gato en el sombrero salió a la venta después de 1950?;['Q973053'];mintaka;{'Q973053': {'es': 'El gato en el sombrero', 'en': 'The Cat in the Hat'}}
2ed4b671;en;es;Did to Kill A Mockingbird come out before 1985?;¿Matar un ruiseñor salió antes de 1985?;['Q212340'];mintaka;{'Q212340': {'es': 'Matar un ruiseñor', 'en': 'To Kill a Mockingbird'}}
ff0522fe;en;es;Was Gone With the Wind published before 1950?;¿Lo que el viento se llevó fue publicado antes de 1950?;['Q2875'];mintaka;{'Q2875': {'es': 'Lo que el viento se llevó', 'en': 'Gone with the Wind'}}
031bbb16;en;es;Was For Whom the Bell Tolls published before 1930?;¿Fue Por quién doblan las campanas publicada antes de 1930?;['Q200920'];mintaka;{'Q200920': {'es': 'Por quién doblan las campanas', 'en': 'For Whom the Bell Tolls'}}
5284cebc;en;es;Is the Lord of the Rings series or the Divergent series older?;¿Es más vieja la serie del Señor de los Anillos o de Divergente?;['Q15228'];mintaka;{'Q15228': {'es': 'El Señor de los Anillos', 'en': 'The Lord of the Rings'}}
6cb9b2b9;en;es;Which series has more books: Hunger Games or Wheel of Time?;¿Cuál saga tiene más libros: Los juegos del hambre o La Rueda del tiempo?;['Q4470', 'Q11679'];mintaka;{'Q4470': {'es': 'La rueda del tiempo', 'en': 'The Wheel of Time'}, 'Q11679': {'es': 'Los juegos del hambre', 'en': 'The Hunger Games'}}
6da2a233;en;es;Did the first Twilight book sell more copies than the second Twilight book?;¿El primer libro de la saga Crepúsculo vendió más copias que el segundo libro?;['Q44523'];mintaka;{'Q44523': {'es': 'Crepúsculo', 'en': 'Twilight'}}
abc233bb;en;es;Did the Lord of the Rings books sell more than the Hunger Game books?;¿La serie de El señor de los anillos vendió más libros que Los juegos del hambre?;['Q15228', 'Q11679'];mintaka;{'Q15228': {'es': 'El Señor de los Anillos', 'en': 'The Lord of the Rings'}, 'Q11679': {'es': 'Los juegos del hambre', 'en': 'The Hunger Games'}}
de1f46d8;en;es;Did Crime and Punishment come out before 1852?;¿Se publicó Crimen y castigo antes de 1852?;['Q165318'];mintaka;{'Q165318': {'es': 'Crimen y castigo', 'en': 'Crime and Punishment'}}
f482031c;en;es;Did Stephen King write Sleepwalkers or Pet Sematary first?;¿Qué escribió primero Stephen King, Sonámbulos o Cementerio de animales?;['Q742226'];mintaka;{'Q742226': {'es': 'Cementerio de animales', 'en': 'Pet Sematary'}}
7c46063e;en;es;Did Stephen King write Creepshow or Firestarter first?;¿Stephen King escribio primero El festín del terror u Ojos de fuego?;['Q828031'];mintaka;{'Q828031': {'es': 'Ojos de fuego', 'en': 'Firestarter'}}
e7223f1b;en;es;Did the Shining have better sales than Billy Summers?;¿Tuvo El resplandor mejores ventas que Billy Summers?;['Q470937'];mintaka;{'Q470937': {'es': 'El resplandor', 'en': 'The Shining'}}
66cd0ac7;en;es;Which Baby-Sitters Club Super Special book was published later, Snowbound or BSC in the USA?;¿Cuál libro súper especial del Club de las niñeras se publicó más tarde en Estados Unidos, Snowbound o BSC?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
bbb27a03;en;es;Which series came out first, Harry Potter or The Hunger Games?;¿Cuál serie de libros salió primero, Harry Potter o Los Juegos del Hambre?;['Q11679'];mintaka;{'Q11679': {'es': 'Los juegos del hambre', 'en': 'The Hunger Games'}}
a0727d72;en;es;Which series features more wizards, Harry Potter or Fifty Shades of Grey?;¿En qué serie aparecen más magos, Harry Potter o Cincuenta sombras de Grey?;['Q557867'];mintaka;{'Q557867': {'es': 'Cincuenta sombras de Grey', 'en': 'Fifty Shades of Grey'}}
654f57fb;en;es;Did The Lord of the Rings books come out before Harry Potter?;¿Los libros del Señor de los Anillos salieron antes que los de Harry Potter?;['Q15228'];mintaka;{'Q15228': {'es': 'El Señor de los Anillos', 'en': 'The Lord of the Rings'}}
b9371aee;en;es;Does Fifty Shades of Grey have more books than Harry Potter?;¿La serie de Cincuenta Sombras de Grey tiene más libros que Harry Potter?;['Q557867'];mintaka;{'Q557867': {'es': 'Cincuenta sombras de Grey', 'en': 'Fifty Shades of Grey'}}
b47d85dc;en;es;Which series has more books, Harry Potter or Twilight?;¿Qué serie tiene más libros, Harry Potter o Crepúsculo?;['Q44523'];mintaka;{'Q44523': {'es': 'Crepúsculo', 'en': 'Twilight'}}
bd7f3fef;en;es;Did the last Lord of the Rings book come out before the year 2000?;¿El último libro de El señor de los anillos se publicó antes del año 2000?;['Q15228'];mintaka;{'Q15228': {'es': 'El Señor de los Anillos', 'en': 'The Lord of the Rings'}}
ad43f340;en;es;Did Of Mice and Men come out after 1930?;¿El libro De ratones y hombres se publicó después de 1930?;['Q457977'];mintaka;{'Q457977': {'es': 'De ratones y hombres', 'en': 'Of Mice and Men'}}
9c568088;en;es;What series has more books, The Chronicles of Narnia or Diary of a Wimpy Kid?;¿Cuál saga tiene más libros, Las crónicas de Narnia o El diario de Greg?;['Q1339580', 'Q483412'];mintaka;{'Q1339580': {'es': 'El diario de Greg', 'en': 'Diary of a Wimpy Kid'}, 'Q483412': {'es': 'Las Crónicas de Narnia', 'en': 'The Chronicles of Narnia'}}
29166b5a;en;es;Did the novel Nineteen Eighty-four come out before 1984?;¿La novela 1984 salió antes de 1984?;['Q208460'];mintaka;{'Q208460': {'es': '1984', 'en': 'Nineteen Eighty-Four'}}
378a5af0;en;es;Which series sold more books, Twilight or Harry potter?;¿Qué serie de libros vendió más ejemplares, Crepúsculo o Harry Potter?;['Q44523'];mintaka;{'Q44523': {'es': 'Crepúsculo', 'en': 'Twilight'}}
be2d10ea;en;es;Who has written more books, J.K. Rowling or Stephenie Meyer?;¿Quién escribió más libros, J. K. Rowling o Stephanie Meyer?;['Q160219'];mintaka;{'Q160219': {'es': 'Stephenie Meyer', 'en': 'Stephenie Meyer'}}
49d6427c;en;es;Did Of Mice and Men come out before 1915?;¿De ratones y hombres salió a la venta antes de 1915?;['Q457977'];mintaka;{'Q457977': {'es': 'De ratones y hombres', 'en': 'Of Mice and Men'}}
6db6ee80;en;es;Which series has more books, Stalking Jack the Ripper or Lord of the Rings?;¿Cuál saga tiene más libros, A la caza de Jack el Destripador o El señor de los anillos?;['Q15228'];mintaka;{'Q15228': {'es': 'El Señor de los Anillos', 'en': 'The Lord of the Rings'}}
955aa49b;en;es;Which book is longer by word count, The Hobbit or The Fellowship of the Ring?;¿Qué libro es más largo por cantidad de palabras, El Hobbit o La comunidad del anillo?;['Q74287'];mintaka;{'Q74287': {'es': 'El hobbit', 'en': 'The Hobbit'}}
2262a7e2;en;es;Is Dean Koontz taller than James Patterson?;¿Dean Koonts es más alto que James Patterson?;['Q272076'];mintaka;{'Q272076': {'es': 'Dean Koontz', 'en': 'Dean Koontz'}}
e6862885;en;es;Who had more eyes in the Odyssey, Odysseus or Polyphemus?;¿Quién tenía más ojos en la Odisea, Odiseo o Polifemo?;['Q47231', 'Q193567', 'Q35160'];mintaka;{'Q47231': {'es': 'Odiseo', 'en': 'Odysseus'}, 'Q193567': {'es': 'Polifemo', 'en': 'Polyphemus'}, 'Q35160': {'es': 'Odisea', 'en': 'Odyssey'}}
10f5bcc7;en;es;In Gulliver's Travels who is taller, Gulliver or the Lilliputians?;En Los viajes de Gulliver, ¿quién es más alto, Gulliver o los Liliputenses?;['Q1320997'];mintaka;"{'Q1320997': {'es': 'Los viajes de Gulliver', 'en': ""Gulliver's Travels""}}"
a072fbce;en;es;In the Secret Garden who is more cheerful, Martha or Mr. Craven?;En el Jardín secreto, ¿quién es más alegre, Martha o el Señor Craven?;['Q472194'];mintaka;{'Q472194': {'es': 'El jardín secreto', 'en': 'The Secret Garden'}}
dc757a77;en;es;Did Harry Potter and the Goblet of Fire come out before 2000?;¿Harry Potter y el cáliz de fuego salió a la venta antes de 2000?;['Q46751'];mintaka;{'Q46751': {'es': 'Harry Potter y el cáliz de fuego', 'en': 'Harry Potter and the Goblet of Fire'}}
42cb805e;en;es;Which series has more books, A Series of Unfortunate Events or The Wheel of Time?;¿Cuál serie tiene más libros: Una Serie de Eventos Desafortunados o La Rueda del Tiempo?;['Q4470', 'Q213841'];mintaka;{'Q4470': {'es': 'La rueda del tiempo', 'en': 'The Wheel of Time'}, 'Q213841': {'es': 'Una serie de eventos desafortunados', 'en': 'A Series of Unfortunate Events'}}
6f3559cc;en;es;Did The Metamorphosis come out before Franz Kafka died?;¿La metamorfosis salió a la venta antes de la muerte de Franz Kafka?;['Q184222'];mintaka;{'Q184222': {'es': 'La metamorfosis', 'en': 'The Metamorphosis'}}
62425078;en;es;Was The Trial published before Franz Kafka died?;¿El proceso fue publicado antes de la muerte de Franz Kafka?;['Q36097'];mintaka;{'Q36097': {'es': 'El proceso', 'en': 'The Trial'}}
95abb490;en;es;Which series has more books, A Song of Ice and Fire or the Wheel of Time?;¿Qué serie de novelas tiene más libros, Una canción de hielo y fuego o La rueda del tiempo?;['Q4470', 'Q45875'];mintaka;{'Q4470': {'es': 'La rueda del tiempo', 'en': 'The Wheel of Time'}, 'Q45875': {'es': 'Canción de hielo y fuego', 'en': 'A Song of Ice and Fire'}}
f2256581;en;es;Did The Great Gatsby come out before Sherlock Holmes story?;¿El gran Gatsby salió primero antes que la historia de Sherlock Holmes?;['Q214371'];mintaka;{'Q214371': {'es': 'El gran Gatsby', 'en': 'The Great Gatsby'}}
9058e2a5;en;es;Did Fifty Shades of Grey come out before 2000?;¿Cincuenta sombras de Grey fue publicado antes de 2000?;['Q557867'];mintaka;{'Q557867': {'es': 'Cincuenta sombras de Grey', 'en': 'Fifty Shades of Grey'}}
d8e31906;en;es;Did the Little Prince come out before 1950?;¿El principito fue publicado antes de 1950?;['Q25338'];mintaka;{'Q25338': {'es': 'El Principito', 'en': 'The Little Prince'}}
e2a44231;en;es;Was The Lord of the Rings published before 1960?;¿El señor de los anillos fue publicado antes de 1960?;['Q15228'];mintaka;{'Q15228': {'es': 'El Señor de los Anillos', 'en': 'The Lord of the Rings'}}
e0deb0b7;en;es;Which series has more books, Harry Potter or The Hunger Games?;¿Qué serie tiene más libros, Harry Potter o Los juegos del hambre?;['Q11679'];mintaka;{'Q11679': {'es': 'Los juegos del hambre', 'en': 'The Hunger Games'}}
56c56326;en;es;Was Stephen King's It published before 1980?;¿Eso de Stephen King fue publicada antes de 1980?;['Q602288'];mintaka;{'Q602288': {'es': 'It', 'en': 'It'}}
9ab00347;en;es;Which series has more books, The Wheel of Time or The Sword of Truth?;¿Qué serie tiene más libros, La rueda del tiempo o La espada de la verdad?;['Q8539013', 'Q4470'];mintaka;{'Q8539013': {'es': 'La espada de la verdad', 'en': 'The Sword of Truth'}, 'Q4470': {'es': 'La rueda del tiempo', 'en': 'The Wheel of Time'}}
90e0aec7;en;es;Was the Lord of the Rings published before Dune?;¿El señor de los anillos fue publicado antes de Dune?;['Q15228'];mintaka;{'Q15228': {'es': 'El Señor de los Anillos', 'en': 'The Lord of the Rings'}}
c25ced3f;en;es;Did Twilight come out before 2015?;¿Crepúsculo salió antes de 2015?;['Q189378'];mintaka;{'Q189378': {'es': 'Crepúsculo', 'en': 'Twilight'}}
4f1f9d59;en;es;Was Fear and Loathing in Las Vegas written before 1990?;¿Se escribió Miedo y asco en Las Vegas antes de 1990?;['Q772435'];mintaka;{'Q772435': {'es': 'Miedo y asco en Las Vegas', 'en': 'Fear and Loathing in Las Vegas'}}
adc66bf5;en;es;Which was written first, Fear and Loathing in Las Vegas or Fear and Loathing on the Campaign Trail '72?;¿Cuál fue escrito primer, Miedo y Asco en Las Vegas o Miedo y Asco en el sendero '72?;['Q772435'];mintaka;{'Q772435': {'es': 'Miedo y asco en Las Vegas', 'en': 'Fear and Loathing in Las Vegas'}}
428485c1;en;es;Did the Wonderful Wizard of OZ come out before 1910?;¿El maravilloso mago de Oz salió antes de 1910?;['Q130295'];mintaka;{'Q130295': {'es': 'El maravilloso mago de Oz', 'en': 'The Wonderful Wizard of Oz'}}
e561a138;en;es;Which Dan Brown book sold more, Origin or Inferno?;¿Cuál libro de Dan Brown vendió más ejemplares, Origen o Inferno?;['Q30610044'];mintaka;{'Q30610044': {'es': 'Origen', 'en': 'Origin'}}
11d213e6;en;es;Which Louis Sachar book has more pages, Holes or Small Steps?;¿Qué libro de Louis Sachar contiene más páginas, Hoyos o Pequeños pasos?;['Q175421'];mintaka;{'Q175421': {'es': 'Hoyos', 'en': 'Holes'}}
a7d24854;en;es;Which Suzanne Collins book has more pages, Mockingjay or Catching Fire?;¿Cuál libro de Suzanne Collins tiene más páginas, Sinsajo o En llamas?;['Q40354', 'Q837140'];mintaka;{'Q40354': {'es': 'Sinsajo', 'en': 'Mockingjay'}, 'Q837140': {'es': 'En llamas', 'en': 'Catching Fire'}}
933bb42c;en;es;Which Tolkien book was released earlier, The Adventures of Tom Bombadil or Tree and Leaf?;¿Qué libro de Tolkien fue publicado primero, Las aventuras de Tom Bombadil o Árbol y hoja?;['Q534739'];mintaka;{'Q534739': {'es': 'Árbol y Hoja', 'en': 'Tree and Leaf'}}
668effa8;en;es;How many books are in the Chronicles of Narnia?;¿Cuántos libros hay en la saga Las crónicas de Narnia?;['Q483412'];mintaka;{'Q483412': {'es': 'Las Crónicas de Narnia', 'en': 'The Chronicles of Narnia'}}
0e4120cc;en;es;How many books are there in The Lord of the Rings?;¿Cuántos libros hay en El señor de los anillos?;['Q15228'];mintaka;{'Q15228': {'es': 'El Señor de los Anillos', 'en': 'The Lord of the Rings'}}
2f8de721;en;es;How many awards was Slaughterhouse Five nominated for?;¿A cuántos premios fue nominado Matadero cinco?;['Q265954'];mintaka;{'Q265954': {'es': 'Matadero cinco', 'en': 'Slaughterhouse-Five'}}
b4f776ac;en;es;How many books of the Prose Edda are there?;¿Cuántos libros de la Edda prosaica existen?;['Q205882'];mintaka;{'Q205882': {'es': 'Edda prosaica', 'en': 'Prose Edda'}}
e00d11e5;en;es;How many of Robert Caro's books won a Pulitzer Prize?;¿Cuántos premios Pulitzer ganó Robert Caro por sus libros?;['Q46525'];mintaka;{'Q46525': {'es': 'Premio Pulitzer', 'en': 'Pulitzer Prize'}}
86388be1;en;es;How many of David Donald's books won a Pulitzer Prize?;¿Cuántos libros de David Donald han ganado un premio Pulitzer?;['Q46525'];mintaka;{'Q46525': {'es': 'Premio Pulitzer', 'en': 'Pulitzer Prize'}}
9796b8e8;en;es;How many of David McCullough's books won a Pulitzer Prize?;¿Cuántos libros de David McCullough ganaron un premio Pulitzer?;['Q46525'];mintaka;{'Q46525': {'es': 'Premio Pulitzer', 'en': 'Pulitzer Prize'}}
